Título,Autores,Precio,Disponibilidad,Rating,Categoría,Stock,URL
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,['William Geroux'],Â£42.91,In stock,Five,History,In stock (5 available),https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Hiding Place,"['Corrie ten Boom', 'Elizabeth Sherrill', 'John Sherrill']",Â£55.91,In stock,Four,History,In stock (5 available),https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
America's War for the Greater Middle East: A Military History,['Andrew J. Bacevich'],Â£51.22,In stock,Two,History,In stock (5 available),https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
The Guns of August,['Barbara Wertheim Tuchman'],Â£14.54,In stock,Two,History,In stock (3 available),https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",['Richard Conniff'],Â£43.70,In stock,Two,History,In stock (3 available),https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More","[""America's Test Kitchen""]",Â£30.52,In stock,Three,Food and Drink,In stock (19 available),https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",['Ree Drummond'],Â£56.41,In stock,One,Food and Drink,In stock (16 available),https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
My Paris Kitchen: Recipes and Stories,['David Lebovitz'],Â£33.37,In stock,Two,Food and Drink,In stock (16 available),https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",['Cecilia Granata'],Â£14.02,In stock,Four,Food and Drink,In stock (16 available),https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",['Tessa Huff'],Â£40.11,In stock,One,Food and Drink,In stock (16 available),https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,['Rosanna Pansino'],Â£37.34,In stock,Five,Food and Drink,In stock (15 available),https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,['Jeanine Donofrio'],Â£37.60,In stock,Two,Food and Drink,In stock (15 available),https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,['George Shannon'],Â£41.25,In stock,One,Food and Drink,In stock (15 available),https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",['Ella Woodward'],Â£42.16,In stock,Three,Food and Drink,In stock (15 available),https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,['Ruby Roth'],Â£28.77,In stock,Three,Food and Drink,In stock (14 available),https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes","['Gwyneth Paltrow', 'Thea Baumann']",Â£19.55,In stock,One,Food and Drink,In stock (14 available),https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Barefoot Contessa Back to Basics,['Ina Garten'],Â£28.01,In stock,One,Food and Drink,In stock (14 available),https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,['Ina Garten'],Â£50.62,In stock,Five,Food and Drink,In stock (14 available),https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
My Kitchen Year: 136 Recipes That Saved My Life,['Ruth Reichl'],Â£11.53,In stock,Two,Food and Drink,In stock (13 available),https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Everyday Italian: 125 Simple and Delicious Recipes,['Giada De Laurentiis'],Â£20.10,In stock,Five,Food and Drink,In stock (12 available),https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More","['Mark Scarbrough', 'Bruce Weinstein']",Â£38.77,In stock,One,Food and Drink,In stock (12 available),https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Cravings: Recipes for What You Want to Eat,"['Cynthia Myers-Morrison EdD', 'Dave Avram Wolfe MS RD']",Â£20.50,In stock,Three,Food and Drink,In stock (11 available),https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",['Mollie Katzen'],Â£12.34,In stock,Four,Food and Drink,In stock (9 available),https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
32 Yolks,"['Eric Ripert', 'Veronica Chambers']",Â£53.63,In stock,Two,Food and Drink,In stock (8 available),https://books.toscrape.com/catalogue/32-yolks_510/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",['Allyson Kramer'],Â£11.38,In stock,Five,Food and Drink,In stock (7 available),https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),['Mark Bittman'],Â£46.01,In stock,Four,Food and Drink,In stock (7 available),https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,['Nigella Lawson'],Â£28.25,In stock,Two,Food and Drink,In stock (7 available),https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
The Barefoot Contessa Cookbook,['Ina Garten'],Â£59.92,In stock,Five,Food and Drink,In stock (6 available),https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Better Homes and Gardens New Cook Book,['Better Homes and Gardens'],Â£39.61,In stock,Three,Food and Drink,In stock (6 available),https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,['Dana Jacobi'],Â£11.05,In stock,Five,Food and Drink,In stock (5 available),https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,['Pati Jinich'],Â£24.91,In stock,Five,Food and Drink,In stock (5 available),https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,['Anna Thomas'],Â£13.66,In stock,Two,Food and Drink,In stock (3 available),https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
The Smitten Kitchen Cookbook,['Deb Perelman'],Â£23.59,In stock,One,Food and Drink,In stock (3 available),https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",['Alice Waters'],Â£34.32,In stock,Three,Food and Drink,In stock (3 available),https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,['Lisa Lillien'],Â£33.14,In stock,Three,Food and Drink,In stock (3 available),https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
Redeeming Love,['Francine Rivers'],Â£20.47,In stock,Five,Christian Fiction,In stock (15 available),https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Close to You,['S.M. West'],Â£49.46,In stock,Four,Christian Fiction,In stock (15 available),https://books.toscrape.com/catalogue/close-to-you_798/index.html
Shadows of the Past (Logan Point #1),['Patricia Bradley'],Â£39.67,In stock,Five,Christian Fiction,In stock (8 available),https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Like Never Before (Walker Family #2),['Melissa Tagg'],Â£28.77,In stock,Two,Christian Fiction,In stock (7 available),https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Counted With the Stars (Out from Egypt #1),['Connilyn Cossette'],Â£17.97,In stock,Five,Christian Fiction,In stock (7 available),https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
If I Run (If I Run #1),['Terri Blackstock'],Â£49.97,In stock,Four,Christian Fiction,In stock (3 available),https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
The Dirty Little Secrets of Getting Your Dream Job,['Don Raskin'],Â£33.34,In stock,Four,Business,In stock (19 available),https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Third Wave: An Entrepreneurâs Vision of the Future,['Steve Case'],Â£12.61,In stock,Five,Business,In stock (15 available),https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,['Patrick J. McGinnis'],Â£27.55,In stock,Three,Business,In stock (15 available),https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Shoe Dog: A Memoir by the Creator of NIKE,['Phil Knight'],Â£23.99,In stock,Two,Business,In stock (15 available),https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
Made to Stick: Why Some Ideas Survive and Others Die,"['Chip Heath', 'Dan Heath']",Â£38.85,In stock,Five,Business,In stock (14 available),https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,['Jim Koch'],Â£43.14,In stock,One,Business,In stock (12 available),https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
The Art of Startup Fundraising,['Alejandro Cremades'],Â£21.00,In stock,Three,Business,In stock (11 available),https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Born for This: How to Find the Work You Were Meant to Do,['Chris Guillebeau'],Â£21.59,In stock,Five,Business,In stock (11 available),https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,['Shortcut Edition'],Â£36.91,In stock,One,Business,In stock (8 available),https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"Rich Dad, Poor Dad",['Robert T. Kiyosaki'],Â£51.74,In stock,One,Business,In stock (7 available),https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,['Eric Ries'],Â£33.92,In stock,Three,Business,In stock (3 available),https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
Rework,"['Jason Fried', 'David Heinemeier Hansson']",Â£44.88,In stock,Two,Business,In stock (3 available),https://books.toscrape.com/catalogue/rework_212/index.html
Louisa: The Extraordinary Life of Mrs. Adams,['Louisa Thomas'],Â£16.85,In stock,Two,Biography,In stock (15 available),https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",['Shelley Emling'],Â£21.15,In stock,Two,Biography,In stock (11 available),https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,['Larry Alex Taunton'],Â£39.55,In stock,One,Biography,In stock (7 available),https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
Benjamin Franklin: An American Life,['Walter Isaacson'],Â£48.19,In stock,Three,Biography,In stock (7 available),https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),['Edmund Morris'],Â£42.57,In stock,Three,Biography,In stock (3 available),https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
In Her Wake,['K.A. Tucker'],Â£12.84,In stock,One,Thriller,In stock (19 available),https://books.toscrape.com/catalogue/in-her-wake_980/index.html
The Elephant Tree,['Penny Dale'],Â£23.82,In stock,Five,Thriller,In stock (18 available),https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
Behind Closed Doors,['MARILYN. MOUNTFORD'],Â£52.22,In stock,Four,Thriller,In stock (18 available),https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
You (You #1),['Rodrigo Romojaro'],Â£43.61,In stock,Five,Thriller,In stock (14 available),https://books.toscrape.com/catalogue/you-you-1_784/index.html
The Guilty (Will Robie #4),['David Baldacci'],Â£13.82,In stock,Two,Thriller,In stock (14 available),https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
